"phibase_id","uniprot_a","ensembl_a","taxid_species_a","organism_a","taxid_strain_a","strain_a","uniprot_matches_a","modification_a","uniprot_b","ensembl_b","taxid_species_b","organism_b","taxid_strain_b","strain_b","uniprot_matches_b","modification_b","phenotype","disease","host_tissue","evidence_code","interaction_type","pmid","high_level_terms"
"PHI:10567","Q7LLP2",,34373,"Blumeria graminis",62690,"f. sp. tritici isolate Bgt_JIW2","strain","gene mutation: regulator",,,4565,"Triticum aestivum",,"cv. Chancellor","none",,"PHIPO:0000015","PHIDO:0000039","BTO:0000713","transgenic plant","interspecies interaction",32211008,"Reduced virulence"
"PHI:10568","A0A2P0ZEB6",,34373,"Blumeria graminis",62690,"f. sp. tritici isolate Bgt_JIW2","strain","gene mutation: regulator",,,4565,"Triticum aestivum",,"cv. Chancellor","none",,"PHIPO:0000280","PHIDO:0000039","BTO:0000713","transgenic plant","interspecies interaction",32211008,"Effector"
"PHI:10569","A0A061HMY2",,34373,"Blumeria graminis",62690,"f. sp. tritici isolate Bgt_JIW2","none","gene mutation: regulator",,,4565,"Triticum aestivum",,"cv. Chancellor","none",,"PHIPO:0000280","PHIDO:0000039","BTO:0000713","transgenic plant","interspecies interaction",32211008,"Effector"
"PHI:10570","A0A061HK55",,34373,"Blumeria graminis",62690,"f. sp. tritici isolate Bgt_JIW2","none","gene mutation: regulator",,,4565,"Triticum aestivum",,"cv. Chancellor","none",,"PHIPO:0000280","PHIDO:0000039","BTO:0000713","transgenic plant","interspecies interaction",32211008,"Effector"
"PHI:10571","A0A139Y2L7",,5811,"Toxoplasma gondii",383379,"RHdeltaKu80","none","gene mutation",,,9606,"Homo sapiens",,"HFF cell line","none",,"PHIPO:0000015","PHIDO:0000371","BTO:0002245",,"interspecies interaction",32463830,"Reduced virulence"
"PHI:10572","C6DIX1",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000015","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Reduced virulence"
"PHI:10572","C6DIX1",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000015","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Reduced virulence"
"PHI:10572","C6DIX1",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4100,"Nicotiana benthamiana",,,"none",,"PHIPO:0000015","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Reduced virulence"
"PHI:10573","C6DEY6",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10574","C6DDF7",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10575","C6DDJ0",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10576","C6DI95",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10577","C6DIJ6",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10578","C6DD61",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10580","C6DI28",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10582","C6DKR0",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10583","C6DKY6",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10584","C6D9H7",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10587","A0A518VKX7",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,69721,"Zantedeschia aethiopica",,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10593","C6DF39",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10594","A0A1M5U341",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10595","C6DC70",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10596","A0A1M5U2L7",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10597","C6DCT4",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10599","A0A518VKC1",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10600","B1A4F4",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10601","Q6WEG0",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10602","C6DIX6",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10603","Q6WEF6",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,3711,"Brassica rapa",51351,,"none",,"PHIPO:0000004","PHIDO:0000339","BTO:0001041","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10593","C6DF39",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000004","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10594","A0A1M5U341",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000004","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10595","C6DC70",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000004","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10596","A0A1M5U2L7",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000004","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10597","C6DCT4",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000004","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Unaffected pathogenicity"
"PHI:10599","A0A518VKC1",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000015","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Reduced virulence"
"PHI:10600","B1A4F4",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000015","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Reduced virulence"
"PHI:10601","Q6WEG0",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000015","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Reduced virulence"
"PHI:10602","C6DIX6",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000015","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Reduced virulence"
"PHI:10603","Q6WEF6",,554,"Pectobacterium carotovorum",1150613,"subsp. carotovorum strain PccS1","none","gene deletion: full",,,4097,"Nicotiana tabacum",,"cv. Samsun","none",,"PHIPO:0000015","PHIDO:0000339","BTO:0000713","gene complementation","interspecies interaction",32267092,"Reduced virulence"
"PHI:10604","Q9HZP1",,287,"Pseudomonas aeruginosa",652611,"PA14","none","gene mutation; gene complementation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000259","BTO:0000763",,"interspecies interaction",32406921,"Reduced virulence"
"PHI:10605","A0A0H2Z768",,287,"Pseudomonas aeruginosa",652611,"PA14","none","gene mutation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000259","BTO:0000763",,"interspecies interaction",32406921,"Unaffected pathogenicity"
"PHI:10606","A0A0H2ZCP3",,287,"Pseudomonas aeruginosa",652611,"PA14","none","gene mutation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000259","BTO:0000763",,"interspecies interaction",32406921,"Unaffected pathogenicity"
"PHI:10607","A0A0H2ZFF9",,287,"Pseudomonas aeruginosa",652611,"PA14","none","gene mutation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000259","BTO:0000763",,"interspecies interaction",32406921,"Unaffected pathogenicity"
"PHI:10608","Q9I610",,287,"Pseudomonas aeruginosa",652611,"PA14","none","gene mutation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000259","BTO:0000763",,"interspecies interaction",32406921,"Unaffected pathogenicity"
"PHI:10609","Q8I2D9",,5833,"Plasmodium falciparum",,"CS2","none","gene deletion: full",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000232","BTO:0000424",,"interspecies interaction",32184257,"Reduced virulence"
"PHI:10610","A0A380UNQ5",,470,"Acinetobacter baumannii",575584,"ATCC 19606","none","gene mutation",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000255","BTO:0000130",,"interspecies interaction",32373082,"Reduced virulence"
"PHI:10611","V5VDY4",,470,"Acinetobacter baumannii",575584,"ATCC 19606","none","gene mutation",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000255","BTO:0000130",,"interspecies interaction",32373082,"Reduced virulence"
"PHI:10612","B2I1I9",,470,"Acinetobacter baumannii",575584,"ATCC 19606","none","gene mutation; gene complementation",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000255","BTO:0000130",,"interspecies interaction",32373082,"Reduced virulence"
"PHI:10612","B2I1I9",,470,"Acinetobacter baumannii",575584,"ATCC 19606","none","gene mutation; gene complementation",,,9606,"Homo sapiens",,,"none",,"PHIPO:0000015","PHIDO:0000255","BTO:0000130",,"interspecies interaction",32373082,"Reduced virulence"
"PHI:10613","P71622",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene mutation: regulator",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000374","BTO:0000763; BTO:0001281",,"interspecies interaction",32537511,"Reduced virulence"
"PHI:10614","P71623",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000374","BTO:0000763; BTO:0001281","gene complementation","interspecies interaction",32537511,"Reduced virulence"
"PHI:10613","P71622",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene mutation: regulator",,,10141,"Cavia porcellus",,,"none",,"PHIPO:0000015","PHIDO:0000374","BTO:0000763; BTO:0001281",,"interspecies interaction",32537511,"Reduced virulence"
"PHI:10614","P71623",,1773,"Mycobacterium tuberculosis",83332,"H37Rv","strain","gene deletion: full",,,10141,"Cavia porcellus",,,"none",,"PHIPO:0000015","PHIDO:0000374","BTO:0000763; BTO:0001281","gene complementation","interspecies interaction",32537511,"Reduced virulence"
"PHI:10615","I1RW14",,5518,"Fusarium graminearum",229533,"PH-1","strain","gene deletion: full",,,4565,"Triticum aestivum",,"cv. Zhenmai 10","none",,"PHIPO:0000015; PHIPO:0000410; PHIPO:0000052","PHIDO:0000163","BTO:0001278","gene complementation","interspecies interaction",32676062,"Reduced virulence"
"PHI:10616","I1RVU8",,5518,"Fusarium graminearum",229533,"PH-1","strain","gene deletion: full",,,4565,"Triticum aestivum",,"cv. Zhenmai 10","none",,"PHIPO:0000015; PHIPO:0000410; PHIPO:0000052","PHIDO:0000163","BTO:0001278","gene complementation","interspecies interaction",32676062,"Reduced virulence"
"PHI:10617","I1RVA6",,5518,"Fusarium graminearum",229533,"PH-1","strain","gene deletion: full",,,4565,"Triticum aestivum",,"cv. Zhenmai 10","none",,"PHIPO:0000004","PHIDO:0000163","BTO:0001278",,"interspecies interaction",32676062,"Unaffected pathogenicity"
"PHI:10618","A0A384JMC1",,40559,"Botrytis cinerea",332648,"B05.10","strain","gene deletion: full",,,4081,"Solanum lycopersicum",,,"none",,"PHIPO:0000015; PHIPO:0000410; PHIPO:0000059","PHIDO:0000178","BTO:0000713","gene complementation","interspecies interaction",32674341,"Reduced virulence"
"PHI:10619","Q87XK3",,317,"Pseudomonas syringae",223283,"pv. tomato strain DC3000","strain","gene deletion: full",,,3702,"Arabidopsis thaliana",,,"none",,"PHIPO:0000015",,"BTO:0000713","gene complementation","interspecies interaction",32673374,"Reduced virulence"
"PHI:10620","A0A1I5AAS6",,317,"Pseudomonas syringae",223283,"pv. tomato strain DC3000","none","gene deletion: full",,,3702,"Arabidopsis thaliana",,,"none",,"PHIPO:0000015",,"BTO:0000713","gene complementation","interspecies interaction",32673374,"Reduced virulence"
"PHI:10621","Q87XK7",,317,"Pseudomonas syringae",223283,"pv. tomato strain DC3000","strain","gene deletion: full",,,3702,"Arabidopsis thaliana",,,"none",,"PHIPO:0000015",,"BTO:0000713","gene complementation","interspecies interaction",32673374,"Reduced virulence"
"PHI:10620","A0A1I5AAS6",,317,"Pseudomonas syringae",205918,"pv. syringae strain B728a","none","gene deletion: full",,,3885,"Phaseolus vulgaris",,,"none",,"PHIPO:0000015","PHIDO:0000044","BTO:0000713","gene complementation","interspecies interaction",32673374,"Reduced virulence"
"PHI:10624","Q5ANH2",,5476,"Candida albicans",,"BWP17","none","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0003973","gene complementation","interspecies interaction",32678853,"Reduced virulence"
"PHI:10624","Q5ANH2",,5476,"Candida albicans",,"BWP17","none","gene mutation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000120","BTO:0003973",,"interspecies interaction",32678853,"Unaffected pathogenicity"
"PHI:10624","Q5ANH2",,5476,"Candida albicans",,"BWP17","none","gene mutation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000120","BTO:0003973",,"interspecies interaction",32678853,"Reduced virulence"
"PHI:10624","Q5ANH2",,5476,"Candida albicans",,"BWP17","none","gene mutation",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000004","PHIDO:0000120","BTO:0003973",,"interspecies interaction",32678853,"Unaffected pathogenicity"
"PHI:10626","Q4WQJ0",,746128,"Aspergillus fumigatus",,"AfS35","none","promoter mutation",,,7137,"Galleria mellonella",,,"none",,"PHIPO:0000004","PHIDO:0000203","BTO:0000707",,"interspecies interaction",32670238,"Unaffected pathogenicity"
"PHI:10627","Q4WTI4",,746128,"Aspergillus fumigatus",1266464,"CEA17","none","gene deletion: full",,,10090,"Mus musculus",,"BALB/c","none",,"PHIPO:0000015","PHIDO:0000301","BTO:0000763","gene complementation","interspecies interaction",32667960,"Reduced virulence"
